CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4813018,Barrhead County No. 11,2017,Oil Production,m3,11477.80000
4813018,Barrhead County No. 11,2018,Oil Production,m3,10447.70000
4813018,Barrhead County No. 11,2019,Oil Production,m3,9254.00000
4813018,Barrhead County No. 11,2020,Oil Production,m3,7632.30000
4813018,Barrhead County No. 11,2021,Oil Production,m3,7968.40000
4813018,Barrhead County No. 11,2022,Oil Production,m3,7706.20000
4810016,Beaver County,2003,Oil Production,m3,3031.90000
4810016,Beaver County,2004,Oil Production,m3,3904.90000
4810016,Beaver County,2005,Oil Production,m3,10437.00000
4810016,Beaver County,2006,Oil Production,m3,51863.00000
4810016,Beaver County,2007,Oil Production,m3,104068.00000
4810016,Beaver County,2008,Oil Production,m3,125906.70000
4810016,Beaver County,2009,Oil Production,m3,90122.60000
4810016,Beaver County,2010,Oil Production,m3,77977.80000
4810016,Beaver County,2011,Oil Production,m3,78857.80000
4810016,Beaver County,2012,Oil Production,m3,62944.40000
4810016,Beaver County,2013,Oil Production,m3,85714.60000
4810016,Beaver County,2014,Oil Production,m3,100257.60000
4810016,Beaver County,2015,Oil Production,m3,155352.60000
4810016,Beaver County,2016,Oil Production,m3,164884.70000
4810016,Beaver County,2017,Oil Production,m3,169012.80000
4810016,Beaver County,2018,Oil Production,m3,155005.00000
4810016,Beaver County,2019,Oil Production,m3,122546.60000
4810016,Beaver County,2020,Oil Production,m3,92791.30000
4810016,Beaver County,2021,Oil Production,m3,96868.40000
4810016,Beaver County,2022,Oil Production,m3,84028.90000
4810016,Beaver County,2023,Oil Production,m3,80506.00000
4801008,Forty Mile County No. 8,2023,Oil Production,m3,42394.10000
4801008,Forty Mile County No. 8,2003,Oil Production,m3,227460.10000
4801008,Forty Mile County No. 8,2004,Oil Production,m3,197618.70000
4801008,Forty Mile County No. 8,2005,Oil Production,m3,173547.00000
4801008,Forty Mile County No. 8,2006,Oil Production,m3,160636.00000
4801008,Forty Mile County No. 8,2007,Oil Production,m3,150934.00000
4801008,Forty Mile County No. 8,2008,Oil Production,m3,156347.10000
4801008,Forty Mile County No. 8,2009,Oil Production,m3,152713.80000
4801008,Forty Mile County No. 8,2010,Oil Production,m3,151527.00000
4801008,Forty Mile County No. 8,2011,Oil Production,m3,149350.80000
4801008,Forty Mile County No. 8,2012,Oil Production,m3,142224.40000
4801008,Forty Mile County No. 8,2013,Oil Production,m3,124648.60000
4801008,Forty Mile County No. 8,2014,Oil Production,m3,112085.40000
4801008,Forty Mile County No. 8,2015,Oil Production,m3,99505.00000
4801008,Forty Mile County No. 8,2016,Oil Production,m3,86615.80000
4801008,Forty Mile County No. 8,2017,Oil Production,m3,84924.10000
4801008,Forty Mile County No. 8,2018,Oil Production,m3,81523.40000
4801008,Forty Mile County No. 8,2019,Oil Production,m3,66576.80000
4801008,Forty Mile County No. 8,2020,Oil Production,m3,55616.90000
4801008,Forty Mile County No. 8,2021,Oil Production,m3,51213.40000
4801008,Forty Mile County No. 8,2022,Oil Production,m3,49723.60000
4801003,Cypress County,2003,Oil Production,m3,2423145.50000
4801003,Cypress County,2004,Oil Production,m3,2494365.30000
4801003,Cypress County,2005,Oil Production,m3,2241268.00000
4801003,Cypress County,2006,Oil Production,m3,1941029.00000
4801003,Cypress County,2007,Oil Production,m3,1728028.00000
4801003,Cypress County,2008,Oil Production,m3,1500724.40000
4801003,Cypress County,2009,Oil Production,m3,1325098.60000
4801003,Cypress County,2010,Oil Production,m3,1278399.00000
4801003,Cypress County,2011,Oil Production,m3,1234638.10000
4801003,Cypress County,2012,Oil Production,m3,1340210.30000
4801003,Cypress County,2013,Oil Production,m3,1365150.10000
4801003,Cypress County,2014,Oil Production,m3,1314521.90000
4801003,Cypress County,2015,Oil Production,m3,1150591.90000
4801003,Cypress County,2016,Oil Production,m3,1011220.30000
4801003,Cypress County,2017,Oil Production,m3,883335.00000
4801003,Cypress County,2018,Oil Production,m3,823676.50000
4801003,Cypress County,2019,Oil Production,m3,783649.70000
4801003,Cypress County,2020,Oil Production,m3,680469.70000
4801003,Cypress County,2021,Oil Production,m3,757403.80000
4801003,Cypress County,2022,Oil Production,m3,766665.60000
4801003,Cypress County,2023,Oil Production,m3,744026.70000
4803018,Willow Creek No. 26,2023,Oil Production,m3,71469.00000
4803018,Willow Creek No. 26,2003,Oil Production,m3,31090.20000
4803018,Willow Creek No. 26,2004,Oil Production,m3,55824.80000
4803018,Willow Creek No. 26,2005,Oil Production,m3,94373.00000
4803018,Willow Creek No. 26,2006,Oil Production,m3,88858.00000
4803018,Willow Creek No. 26,2007,Oil Production,m3,80199.00000
4803018,Willow Creek No. 26,2008,Oil Production,m3,66184.10000
4803018,Willow Creek No. 26,2009,Oil Production,m3,63337.20000
4803018,Willow Creek No. 26,2010,Oil Production,m3,59351.40000
4803018,Willow Creek No. 26,2011,Oil Production,m3,53188.70000
4803018,Willow Creek No. 26,2012,Oil Production,m3,81954.80000
4803018,Willow Creek No. 26,2013,Oil Production,m3,89624.80000
4803018,Willow Creek No. 26,2014,Oil Production,m3,108976.90000
4803018,Willow Creek No. 26,2015,Oil Production,m3,136066.10000
4803018,Willow Creek No. 26,2016,Oil Production,m3,117995.70000
4803018,Willow Creek No. 26,2017,Oil Production,m3,177840.30000
4803018,Willow Creek No. 26,2018,Oil Production,m3,162033.40000
4803018,Willow Creek No. 26,2019,Oil Production,m3,164015.40000
4803018,Willow Creek No. 26,2020,Oil Production,m3,82498.10000
4803018,Willow Creek No. 26,2021,Oil Production,m3,96231.60000
4803018,Willow Creek No. 26,2022,Oil Production,m3,91628.70000
4802011,Lethbridge County,2003,Oil Production,m3,124299.90000
4802011,Lethbridge County,2004,Oil Production,m3,117387.30000
4802011,Lethbridge County,2005,Oil Production,m3,104761.00000
4802011,Lethbridge County,2006,Oil Production,m3,114339.00000
4802011,Lethbridge County,2007,Oil Production,m3,119733.00000
4802011,Lethbridge County,2008,Oil Production,m3,104134.90000
4802011,Lethbridge County,2009,Oil Production,m3,104062.30000
4802011,Lethbridge County,2010,Oil Production,m3,101847.10000
4802011,Lethbridge County,2011,Oil Production,m3,100080.70000
4802011,Lethbridge County,2012,Oil Production,m3,106319.00000
4802011,Lethbridge County,2013,Oil Production,m3,114181.80000
4802011,Lethbridge County,2014,Oil Production,m3,125930.30000
4802011,Lethbridge County,2015,Oil Production,m3,121093.10000
4802011,Lethbridge County,2016,Oil Production,m3,93333.20000
4802011,Lethbridge County,2017,Oil Production,m3,81649.10000
4802011,Lethbridge County,2018,Oil Production,m3,83127.20000
4802011,Lethbridge County,2019,Oil Production,m3,76130.80000
4802011,Lethbridge County,2020,Oil Production,m3,59666.10000
4802011,Lethbridge County,2021,Oil Production,m3,54971.20000
4802011,Lethbridge County,2022,Oil Production,m3,57200.40000
4802011,Lethbridge County,2023,Oil Production,m3,51462.00000
4802021,"Taber, M.D.",2023,Oil Production,m3,420195.50000
4802021,"Taber, M.D.",2003,Oil Production,m3,2008783.80000
4802021,"Taber, M.D.",2004,Oil Production,m3,1868712.10000
4802021,"Taber, M.D.",2005,Oil Production,m3,1701716.00000
4802021,"Taber, M.D.",2006,Oil Production,m3,1542270.00000
4802021,"Taber, M.D.",2007,Oil Production,m3,1419803.00000
4802021,"Taber, M.D.",2008,Oil Production,m3,1354661.70000
4802021,"Taber, M.D.",2009,Oil Production,m3,1228941.70000
4802021,"Taber, M.D.",2010,Oil Production,m3,1124444.30000
4802021,"Taber, M.D.",2011,Oil Production,m3,1047243.90000
4802021,"Taber, M.D.",2012,Oil Production,m3,1044793.00000
4802021,"Taber, M.D.",2013,Oil Production,m3,1017076.10000
4802021,"Taber, M.D.",2014,Oil Production,m3,948375.20000
4802021,"Taber, M.D.",2015,Oil Production,m3,871027.60000
4802021,"Taber, M.D.",2016,Oil Production,m3,769789.00000
4802021,"Taber, M.D.",2017,Oil Production,m3,745917.60000
4802021,"Taber, M.D.",2018,Oil Production,m3,685712.30000
4802021,"Taber, M.D.",2019,Oil Production,m3,600153.10000
4802021,"Taber, M.D.",2020,Oil Production,m3,447466.80000
4802021,"Taber, M.D.",2021,Oil Production,m3,444413.70000
4802021,"Taber, M.D.",2022,Oil Production,m3,454656.70000
4803011,Pincher Creek No. 9,2003,Oil Production,m3,56.80000
4803011,Pincher Creek No. 9,2004,Oil Production,m3,757.20000
4803011,Pincher Creek No. 9,2005,Oil Production,m3,790.00000
4803011,Pincher Creek No. 9,2006,Oil Production,m3,401.00000
4803011,Pincher Creek No. 9,2007,Oil Production,m3,277.00000
4803011,Pincher Creek No. 9,2008,Oil Production,m3,194.40000
4803011,Pincher Creek No. 9,2009,Oil Production,m3,97.80000
4803011,Pincher Creek No. 9,2011,Oil Production,m3,545.30000
4803011,Pincher Creek No. 9,2012,Oil Production,m3,273.90000
4803011,Pincher Creek No. 9,2013,Oil Production,m3,73.50000
4803011,Pincher Creek No. 9,2014,Oil Production,m3,8.60000
4803011,Pincher Creek No. 9,2015,Oil Production,m3,0.60000
4803011,Pincher Creek No. 9,2017,Oil Production,m3,97.50000
4803011,Pincher Creek No. 9,2018,Oil Production,m3,812.30000
4803011,Pincher Creek No. 9,2019,Oil Production,m3,11.00000
4803011,Pincher Creek No. 9,2021,Oil Production,m3,201.70000
4803011,Pincher Creek No. 9,2022,Oil Production,m3,380.60000
4803011,Pincher Creek No. 9,2023,Oil Production,m3,166.50000
4804001,Acadia No. 34,2023,Oil Production,m3,809.30000
4804001,Acadia No. 34,2003,Oil Production,m3,1293.20000
4804001,Acadia No. 34,2004,Oil Production,m3,1737.70000
4804001,Acadia No. 34,2005,Oil Production,m3,387.00000
4804001,Acadia No. 34,2006,Oil Production,m3,119.00000
4804001,Acadia No. 34,2007,Oil Production,m3,664.00000
4804001,Acadia No. 34,2008,Oil Production,m3,606.40000
4804001,Acadia No. 34,2009,Oil Production,m3,722.80000
4804001,Acadia No. 34,2010,Oil Production,m3,938.80000
4804001,Acadia No. 34,2011,Oil Production,m3,903.20000
4804001,Acadia No. 34,2012,Oil Production,m3,782.50000
4804001,Acadia No. 34,2013,Oil Production,m3,501.10000
4804001,Acadia No. 34,2014,Oil Production,m3,1224.00000
4804001,Acadia No. 34,2015,Oil Production,m3,635.20000
4804001,Acadia No. 34,2016,Oil Production,m3,326.10000
4804001,Acadia No. 34,2017,Oil Production,m3,2036.50000
4804001,Acadia No. 34,2018,Oil Production,m3,3836.80000
4804001,Acadia No. 34,2019,Oil Production,m3,2348.90000
4804001,Acadia No. 34,2020,Oil Production,m3,500.60000
4804001,Acadia No. 34,2021,Oil Production,m3,1451.20000
4804001,Acadia No. 34,2022,Oil Production,m3,1089.10000
4804004,Special Area No. 2,2003,Oil Production,m3,711538.70000
4804004,Special Area No. 2,2004,Oil Production,m3,644430.30000
4804004,Special Area No. 2,2005,Oil Production,m3,620963.00000
4804004,Special Area No. 2,2006,Oil Production,m3,543048.00000
4804004,Special Area No. 2,2007,Oil Production,m3,502206.00000
4804004,Special Area No. 2,2008,Oil Production,m3,481452.90000
4804004,Special Area No. 2,2009,Oil Production,m3,442429.50000
4804004,Special Area No. 2,2010,Oil Production,m3,447572.50000
4804004,Special Area No. 2,2011,Oil Production,m3,451514.10000
4804004,Special Area No. 2,2012,Oil Production,m3,486651.50000
4804004,Special Area No. 2,2013,Oil Production,m3,522091.50000
4804004,Special Area No. 2,2014,Oil Production,m3,551597.00000
4804004,Special Area No. 2,2015,Oil Production,m3,495195.60000
4804004,Special Area No. 2,2016,Oil Production,m3,412756.70000
4804004,Special Area No. 2,2017,Oil Production,m3,395797.20000
4804004,Special Area No. 2,2018,Oil Production,m3,424449.30000
4804004,Special Area No. 2,2019,Oil Production,m3,507181.60000
4804004,Special Area No. 2,2020,Oil Production,m3,444828.00000
4804004,Special Area No. 2,2021,Oil Production,m3,445495.80000
4804004,Special Area No. 2,2022,Oil Production,m3,499963.90000
4804004,Special Area No. 2,2023,Oil Production,m3,486718.60000
4804012,Special Area No. 3,2023,Oil Production,m3,43907.50000
4804012,Special Area No. 3,2003,Oil Production,m3,140830.40000
4804012,Special Area No. 3,2004,Oil Production,m3,144493.00000
4804012,Special Area No. 3,2005,Oil Production,m3,137493.00000
4804012,Special Area No. 3,2006,Oil Production,m3,126094.00000
4804012,Special Area No. 3,2007,Oil Production,m3,130689.00000
4804012,Special Area No. 3,2008,Oil Production,m3,99193.50000
4804012,Special Area No. 3,2009,Oil Production,m3,91559.30000
4804012,Special Area No. 3,2010,Oil Production,m3,88105.80000
4804012,Special Area No. 3,2011,Oil Production,m3,77684.60000
4804012,Special Area No. 3,2012,Oil Production,m3,71207.70000
4804012,Special Area No. 3,2013,Oil Production,m3,70193.10000
4804012,Special Area No. 3,2014,Oil Production,m3,65597.30000
4804012,Special Area No. 3,2015,Oil Production,m3,65571.30000
4804012,Special Area No. 3,2016,Oil Production,m3,58180.40000
4804012,Special Area No. 3,2017,Oil Production,m3,57741.30000
4804012,Special Area No. 3,2018,Oil Production,m3,52872.90000
4804012,Special Area No. 3,2019,Oil Production,m3,49624.40000
4804012,Special Area No. 3,2020,Oil Production,m3,46901.70000
4804012,Special Area No. 3,2021,Oil Production,m3,48533.80000
4804012,Special Area No. 3,2022,Oil Production,m3,45544.70000
4804020,Special Area No. 4,2003,Oil Production,m3,669470.00000
4804020,Special Area No. 4,2004,Oil Production,m3,608716.20000
4804020,Special Area No. 4,2005,Oil Production,m3,540392.00000
4804020,Special Area No. 4,2006,Oil Production,m3,507388.00000
4804020,Special Area No. 4,2007,Oil Production,m3,460608.00000
4804020,Special Area No. 4,2008,Oil Production,m3,413442.00000
4804020,Special Area No. 4,2009,Oil Production,m3,367425.70000
4804020,Special Area No. 4,2010,Oil Production,m3,358909.00000
4804020,Special Area No. 4,2011,Oil Production,m3,371677.50000
4804020,Special Area No. 4,2012,Oil Production,m3,412399.60000
4804020,Special Area No. 4,2013,Oil Production,m3,438712.20000
4804020,Special Area No. 4,2014,Oil Production,m3,471886.30000
4804020,Special Area No. 4,2015,Oil Production,m3,519289.40000
4804020,Special Area No. 4,2016,Oil Production,m3,480900.00000
4804020,Special Area No. 4,2017,Oil Production,m3,778367.90000
4804020,Special Area No. 4,2018,Oil Production,m3,1165368.00000
4804020,Special Area No. 4,2019,Oil Production,m3,1075256.90000
4804020,Special Area No. 4,2020,Oil Production,m3,847888.90000
4804020,Special Area No. 4,2021,Oil Production,m3,813116.40000
4804020,Special Area No. 4,2022,Oil Production,m3,877524.60000
4804020,Special Area No. 4,2023,Oil Production,m3,873345.50000
4805001,Vulcan County,2023,Oil Production,m3,87328.60000
4805001,Vulcan County,2003,Oil Production,m3,307424.00000
4805001,Vulcan County,2004,Oil Production,m3,276764.40000
4805001,Vulcan County,2005,Oil Production,m3,257612.00000
4805001,Vulcan County,2006,Oil Production,m3,247659.00000
4805001,Vulcan County,2007,Oil Production,m3,231820.00000
4805001,Vulcan County,2008,Oil Production,m3,207489.20000
4805001,Vulcan County,2009,Oil Production,m3,193950.70000
4805001,Vulcan County,2010,Oil Production,m3,189688.90000
4805001,Vulcan County,2011,Oil Production,m3,189701.70000
4805001,Vulcan County,2012,Oil Production,m3,188307.30000
4805001,Vulcan County,2013,Oil Production,m3,172057.10000
4805001,Vulcan County,2014,Oil Production,m3,230380.70000
4805001,Vulcan County,2015,Oil Production,m3,183911.90000
4805001,Vulcan County,2016,Oil Production,m3,145360.60000
4805001,Vulcan County,2017,Oil Production,m3,129428.80000
4805001,Vulcan County,2018,Oil Production,m3,122301.70000
4805001,Vulcan County,2019,Oil Production,m3,107780.60000
4805001,Vulcan County,2020,Oil Production,m3,78905.90000
4805001,Vulcan County,2021,Oil Production,m3,70080.20000
4805001,Vulcan County,2022,Oil Production,m3,82956.20000
4806001,Foothills County,2003,Oil Production,m3,134978.90000
4806001,Foothills County,2004,Oil Production,m3,127748.80000
4806001,Foothills County,2005,Oil Production,m3,139624.00000
4806001,Foothills County,2006,Oil Production,m3,163129.00000
4806001,Foothills County,2007,Oil Production,m3,163012.00000
4806001,Foothills County,2008,Oil Production,m3,161090.20000
4806001,Foothills County,2009,Oil Production,m3,142845.80000
4806001,Foothills County,2010,Oil Production,m3,146988.90000
4806001,Foothills County,2011,Oil Production,m3,146153.00000
4806001,Foothills County,2012,Oil Production,m3,163556.30000
4806001,Foothills County,2013,Oil Production,m3,174790.80000
4806001,Foothills County,2014,Oil Production,m3,196210.10000
4806001,Foothills County,2015,Oil Production,m3,178324.00000
4806001,Foothills County,2016,Oil Production,m3,148429.70000
4806001,Foothills County,2017,Oil Production,m3,123130.50000
4806001,Foothills County,2018,Oil Production,m3,111588.50000
4806001,Foothills County,2019,Oil Production,m3,100281.30000
4806001,Foothills County,2020,Oil Production,m3,80173.50000
4806001,Foothills County,2021,Oil Production,m3,98812.40000
4806001,Foothills County,2022,Oil Production,m3,93639.10000
4806001,Foothills County,2023,Oil Production,m3,91682.90000
4806014,Rocky View County,2023,Oil Production,m3,120810.70000
4806014,Rocky View County,2003,Oil Production,m3,48165.30000
4806014,Rocky View County,2004,Oil Production,m3,44595.10000
4806014,Rocky View County,2005,Oil Production,m3,41232.00000
4806014,Rocky View County,2006,Oil Production,m3,37365.00000
4806014,Rocky View County,2007,Oil Production,m3,33854.00000
4806014,Rocky View County,2008,Oil Production,m3,31345.00000
4806014,Rocky View County,2009,Oil Production,m3,28173.00000
4806014,Rocky View County,2010,Oil Production,m3,49846.00000
4806014,Rocky View County,2011,Oil Production,m3,141878.80000
4806014,Rocky View County,2012,Oil Production,m3,248225.00000
4806014,Rocky View County,2013,Oil Production,m3,325390.00000
4806014,Rocky View County,2014,Oil Production,m3,381861.80000
4806014,Rocky View County,2015,Oil Production,m3,242956.70000
4806014,Rocky View County,2016,Oil Production,m3,152861.70000
4806014,Rocky View County,2017,Oil Production,m3,106327.30000
4806014,Rocky View County,2018,Oil Production,m3,111377.10000
4806014,Rocky View County,2019,Oil Production,m3,134006.50000
4806014,Rocky View County,2020,Oil Production,m3,152388.20000
4806014,Rocky View County,2021,Oil Production,m3,125367.00000
4806014,Rocky View County,2022,Oil Production,m3,128637.80000
4806016,Calgary,2003,Oil Production,m3,5978.90000
4806016,Calgary,2004,Oil Production,m3,5967.10000
4806016,Calgary,2005,Oil Production,m3,7776.00000
4806016,Calgary,2006,Oil Production,m3,6792.00000
4806016,Calgary,2007,Oil Production,m3,4722.00000
4806016,Calgary,2008,Oil Production,m3,5972.70000
4806016,Calgary,2009,Oil Production,m3,4950.80000
4806016,Calgary,2010,Oil Production,m3,4212.40000
4806016,Calgary,2011,Oil Production,m3,1677.60000
4806016,Calgary,2012,Oil Production,m3,630.30000
4806016,Calgary,2013,Oil Production,m3,653.20000
4806016,Calgary,2014,Oil Production,m3,676.90000
4806016,Calgary,2015,Oil Production,m3,629.90000
4806016,Calgary,2016,Oil Production,m3,535.40000
4806016,Calgary,2017,Oil Production,m3,442.60000
4806016,Calgary,2018,Oil Production,m3,437.70000
4806016,Calgary,2019,Oil Production,m3,400.80000
4806016,Calgary,2020,Oil Production,m3,380.80000
4806016,Calgary,2021,Oil Production,m3,388.30000
4806016,Calgary,2022,Oil Production,m3,363.00000
4806016,Calgary,2023,Oil Production,m3,288.30000
4806028,Mountain View County,2023,Oil Production,m3,528747.40000
4806028,Mountain View County,2003,Oil Production,m3,298173.90000
4806028,Mountain View County,2004,Oil Production,m3,291377.60000
4806028,Mountain View County,2005,Oil Production,m3,275085.00000
4806028,Mountain View County,2006,Oil Production,m3,258560.00000
4806028,Mountain View County,2007,Oil Production,m3,256657.00000
4806028,Mountain View County,2008,Oil Production,m3,231019.80000
4806028,Mountain View County,2009,Oil Production,m3,257046.30000
4806028,Mountain View County,2010,Oil Production,m3,320326.10000
4806028,Mountain View County,2011,Oil Production,m3,382403.20000
4806028,Mountain View County,2012,Oil Production,m3,652403.80000
4806028,Mountain View County,2013,Oil Production,m3,885165.00000
4806028,Mountain View County,2014,Oil Production,m3,824832.60000
4806028,Mountain View County,2015,Oil Production,m3,594396.50000
4806028,Mountain View County,2016,Oil Production,m3,400814.30000
4806028,Mountain View County,2017,Oil Production,m3,320849.70000
4806028,Mountain View County,2018,Oil Production,m3,336968.60000
4806028,Mountain View County,2019,Oil Production,m3,370155.00000
4806028,Mountain View County,2020,Oil Production,m3,319981.70000
4806028,Mountain View County,2021,Oil Production,m3,386235.90000
4806028,Mountain View County,2022,Oil Production,m3,425242.90000
4807001,Provost No. 52,2003,Oil Production,m3,2106231.20000
4807001,Provost No. 52,2004,Oil Production,m3,2062060.60000
4807001,Provost No. 52,2005,Oil Production,m3,1887280.00000
4807001,Provost No. 52,2006,Oil Production,m3,1715747.00000
4807001,Provost No. 52,2007,Oil Production,m3,1640302.00000
4807001,Provost No. 52,2008,Oil Production,m3,1560462.20000
4807001,Provost No. 52,2009,Oil Production,m3,1435953.30000
4807001,Provost No. 52,2010,Oil Production,m3,1379311.80000
4807001,Provost No. 52,2011,Oil Production,m3,1335383.80000
4807001,Provost No. 52,2012,Oil Production,m3,1315618.90000
4807001,Provost No. 52,2013,Oil Production,m3,1292872.20000
4807001,Provost No. 52,2014,Oil Production,m3,1314011.90000
4807001,Provost No. 52,2015,Oil Production,m3,1206179.90000
4807001,Provost No. 52,2016,Oil Production,m3,1070138.50000
4807001,Provost No. 52,2017,Oil Production,m3,1099129.40000
4807001,Provost No. 52,2018,Oil Production,m3,1241536.40000
4807001,Provost No. 52,2019,Oil Production,m3,1282515.50000
4807001,Provost No. 52,2020,Oil Production,m3,1120037.50000
4807001,Provost No. 52,2021,Oil Production,m3,1174209.30000
4807001,Provost No. 52,2022,Oil Production,m3,1357256.00000
4807001,Provost No. 52,2023,Oil Production,m3,1243899.10000
4819041,Smoky River No. 130,2023,Oil Production,m3,137780.60000
4819041,Smoky River No. 130,2003,Oil Production,m3,220190.40000
4819041,Smoky River No. 130,2004,Oil Production,m3,278151.10000
4819041,Smoky River No. 130,2005,Oil Production,m3,230465.00000
4819041,Smoky River No. 130,2006,Oil Production,m3,179337.00000
4819041,Smoky River No. 130,2007,Oil Production,m3,182521.00000
4819041,Smoky River No. 130,2008,Oil Production,m3,246238.50000
4819041,Smoky River No. 130,2009,Oil Production,m3,248404.10000
4819041,Smoky River No. 130,2010,Oil Production,m3,240177.90000
4819041,Smoky River No. 130,2011,Oil Production,m3,287358.20000
4819041,Smoky River No. 130,2012,Oil Production,m3,440504.80000
4819041,Smoky River No. 130,2013,Oil Production,m3,515469.20000
4819041,Smoky River No. 130,2014,Oil Production,m3,503024.50000
4819041,Smoky River No. 130,2015,Oil Production,m3,368867.80000
4819041,Smoky River No. 130,2016,Oil Production,m3,228782.50000
4819041,Smoky River No. 130,2017,Oil Production,m3,240013.00000
4819041,Smoky River No. 130,2018,Oil Production,m3,212339.50000
4819041,Smoky River No. 130,2019,Oil Production,m3,167056.70000
4819041,Smoky River No. 130,2020,Oil Production,m3,110395.80000
4819041,Smoky River No. 130,2021,Oil Production,m3,126304.80000
4819041,Smoky River No. 130,2022,Oil Production,m3,134850.30000
4810036,Vermilion River County,2003,Oil Production,m3,3165576.30000
4810036,Vermilion River County,2004,Oil Production,m3,3199260.00000
4810036,Vermilion River County,2005,Oil Production,m3,3038884.00000
4810036,Vermilion River County,2006,Oil Production,m3,2864294.00000
4810036,Vermilion River County,2007,Oil Production,m3,2975275.00000
4810036,Vermilion River County,2008,Oil Production,m3,2972377.20000
4810036,Vermilion River County,2009,Oil Production,m3,2969259.80000
4810036,Vermilion River County,2010,Oil Production,m3,3029714.50000
4810036,Vermilion River County,2011,Oil Production,m3,3396230.60000
4810036,Vermilion River County,2012,Oil Production,m3,3814218.10000
4810036,Vermilion River County,2013,Oil Production,m3,4014822.40000
4810036,Vermilion River County,2014,Oil Production,m3,4379263.10000
4810036,Vermilion River County,2015,Oil Production,m3,3857305.30000
4810036,Vermilion River County,2016,Oil Production,m3,2979352.90000
4810036,Vermilion River County,2017,Oil Production,m3,2501165.40000
4810036,Vermilion River County,2018,Oil Production,m3,2447358.90000
4810036,Vermilion River County,2019,Oil Production,m3,2078319.90000
4810036,Vermilion River County,2020,Oil Production,m3,1559110.70000
4810036,Vermilion River County,2021,Oil Production,m3,1373115.90000
4810036,Vermilion River County,2022,Oil Production,m3,1296244.50000
4810036,Vermilion River County,2023,Oil Production,m3,1416320.00000
4817026,Northern Sunrise County,2023,Oil Production,m3,1812085.70000
4817026,Northern Sunrise County,2003,Oil Production,m3,2305886.80000
4817026,Northern Sunrise County,2004,Oil Production,m3,2279831.40000
4817026,Northern Sunrise County,2005,Oil Production,m3,2643018.00000
4817026,Northern Sunrise County,2006,Oil Production,m3,2682250.00000
4817026,Northern Sunrise County,2007,Oil Production,m3,3147775.00000
4817026,Northern Sunrise County,2008,Oil Production,m3,3314564.30000
4817026,Northern Sunrise County,2009,Oil Production,m3,3073053.20000
4817026,Northern Sunrise County,2010,Oil Production,m3,3214537.90000
4817026,Northern Sunrise County,2011,Oil Production,m3,3439296.40000
4817026,Northern Sunrise County,2012,Oil Production,m3,4228720.00000
4817026,Northern Sunrise County,2013,Oil Production,m3,4243806.70000
4817026,Northern Sunrise County,2014,Oil Production,m3,4125208.00000
4817026,Northern Sunrise County,2015,Oil Production,m3,3564337.90000
4817026,Northern Sunrise County,2016,Oil Production,m3,3038433.00000
4817026,Northern Sunrise County,2017,Oil Production,m3,2843251.70000
4817026,Northern Sunrise County,2018,Oil Production,m3,2477111.00000
4817026,Northern Sunrise County,2019,Oil Production,m3,2318567.20000
4817026,Northern Sunrise County,2020,Oil Production,m3,1710140.10000
4817026,Northern Sunrise County,2021,Oil Production,m3,1777098.20000
4817026,Northern Sunrise County,2022,Oil Production,m3,1945286.30000
4817027,Big Lakes County,2003,Oil Production,m3,2747357.80000
4817027,Big Lakes County,2004,Oil Production,m3,2497766.20000
4817027,Big Lakes County,2005,Oil Production,m3,2296842.00000
4817027,Big Lakes County,2006,Oil Production,m3,2175193.00000
4817027,Big Lakes County,2007,Oil Production,m3,1955114.00000
4817027,Big Lakes County,2008,Oil Production,m3,1738859.70000
4817027,Big Lakes County,2009,Oil Production,m3,1624677.20000
4817027,Big Lakes County,2010,Oil Production,m3,1582180.10000
4817027,Big Lakes County,2011,Oil Production,m3,1747152.80000
4817027,Big Lakes County,2012,Oil Production,m3,2107031.30000
4817027,Big Lakes County,2013,Oil Production,m3,2141019.90000
4817027,Big Lakes County,2014,Oil Production,m3,1920418.30000
4817027,Big Lakes County,2015,Oil Production,m3,1578977.60000
4817027,Big Lakes County,2016,Oil Production,m3,1254878.70000
4817027,Big Lakes County,2017,Oil Production,m3,1317768.60000
4817027,Big Lakes County,2018,Oil Production,m3,1318385.20000
4817027,Big Lakes County,2019,Oil Production,m3,1147923.40000
4817027,Big Lakes County,2020,Oil Production,m3,973809.70000
4817027,Big Lakes County,2021,Oil Production,m3,1033441.90000
4817027,Big Lakes County,2022,Oil Production,m3,1596386.40000
4817027,Big Lakes County,2023,Oil Production,m3,2176261.30000
4817031,Opportunity No. 17,2023,Oil Production,m3,3251835.40000
4817031,Opportunity No. 17,2003,Oil Production,m3,3047173.00000
4817031,Opportunity No. 17,2004,Oil Production,m3,2979154.30000
4817031,Opportunity No. 17,2005,Oil Production,m3,3482242.00000
4817031,Opportunity No. 17,2006,Oil Production,m3,3893981.00000
4817031,Opportunity No. 17,2007,Oil Production,m3,4218362.00000
4817031,Opportunity No. 17,2008,Oil Production,m3,4272622.60000
4817031,Opportunity No. 17,2009,Oil Production,m3,4062624.30000
4817031,Opportunity No. 17,2010,Oil Production,m3,4024976.30000
4817031,Opportunity No. 17,2011,Oil Production,m3,3973264.90000
4817031,Opportunity No. 17,2012,Oil Production,m3,4766473.70000
